company_name,job_role,job_location,salary_pa,skills,company_rating,standardized_job_role
Skyflow,Digital Marketing Manager,Remote,0.0,"Oracle, Salesforce, Digital marketing, APIs, Google Search Console",4.8,Manager Roles
Capital Placement Services,Product Development Manager For Manufacturing Company in Gurgaon,Gurgaon,800000.0,"English, Technical support, C++, C, Product development",,Manager Roles
Smart tech,Customer Relationship Manager @ Manufacturing Unit,Ahmedabad,546000.0,"Microsoft Excel, Customer service, Administrative experience, Customer support, Office experience",,Manager Roles
M Square Media (MSM),Consumer Insights Manager-,Gurgaon,960000.0,"Social listening, Sales, Customer service, Marketing",4.4,Manager Roles
Edureify Technology,Business Growth Manager,Remote,0.0,"Business development, Digital marketing",2.2,Manager Roles
Ceracoats,Product Quality Manager,Umreth,500000.0,"English, Analysis skills, Math, Manufacturing, Communication skills",,Manager Roles
Docsumo,Product Marketing Manager (3-5 years),Remote,0.0,"Web analytics, Enterprise Software, APIs, Google Analytics, Marketing",4.0,Manager Roles
Castlewood India,Sales Manager,India,192000.0,"Sales, English, Microsoft Office, Business development, Product demos",,Manager Roles
HighLevel,Product Operations Manager,Remote,0.0,"WordPress, MongoDB, Tableau, SQL, Project management",4.2,Manager Roles
BoB Financial Solutions,AVP/Manager- Product & Portfolio Management,Mumbai,700000.0,,3.4,Manager Roles
vailankanni enterprises,Senior Product Development Manager,Vapi,750000.0,"Analysis skills, Project management, Production planning, Manufacturing",,Manager Roles
I Tech System,Product Quality Manager,Nashik,1200000.0,"Microsoft Excel, Quality management, ISO 9001, Quality assurance, Electrical experience",,Manager Roles
Extensible IT Solutions Private Limited,"Manager, Engineering",Jaipur,0.0,"Management, Analysis skills, Scrum, Agile, Leadership",,Manager Roles
NielsenIQ,Manager,Delhi,0.0,"Statistics, Research, Project management, Market research, Team management",3.8,Manager Roles
Axelerant,Marketing Manager,Remote,0.0,"WordPress, English, Google Analytics",4.5,Manager Roles
Amazon Pay (India) Private Limited,"Product Marketing Manager, Amazon Pay",Bengaluru,3000000.0,"Microsoft Excel, Tableau, Customer segmentation, Presentation skills, Pivot tables",3.6,Manager Roles
Momentum HR Placement Services,New Product Development Manager (Spices),Moga,750000.0,"Microsoft Office, Analysis skills, Project management, Quality assurance, Product development",,Manager Roles
Big Bee Consultant,Product Design Manager( Electric Two Wheeler),Raipur,1500000.0,"Communication skills, Mechanical knowledge, CATIA, Creo, Product lifecycle management",4.0,Manager Roles
ScoopWhoop,Manager/Senior Manager - Product,Delhi,1750000.0,,3.2,Manager Roles
Envent Worldwide Pvt Ltd,Junior Product Marketing Manager,Gurgaon,420000.0,"Market analysis, E-Commerce, Analysis skills, Content development, Public relations",,Manager Roles
Vantage Markets,Offline Marketing Manager,Remote,600000.0,"Analysis skills, Project management, Event marketing, Communication skills, Marketing",,Manager Roles
Diageo,Manager- Brand Management,Bengaluru,550000.0,"Analysis skills, Marketing",3.9,Manager Roles
Maruti Suzuki India Ltd,Deputy Manager/Manager - Product Planning,Gurgaon,4200000.0,"Microsoft Powerpoint, Microsoft Word, Microsoft Excel",3.8,Manager Roles
Dyson,Consumer Insights Manager,Gurgaon,0.0,"Social listening, Quantitative analysis",3.0,Manager Roles
Big Bee Consultant,Product Design Manager,Raipur,1250000.0,"Mechanical knowledge, CATIA, Creo, Product lifecycle management",4.0,Manager Roles
Madify,Influencer Marketing Manager,Remote,0.0,"Organizational skills, Marketing, Negotiation",5.0,Manager Roles
Dream Sports Group,Senior Manager - Product (Gameplay),Mumbai,700000.0,"Product management, Communication skills",4.3,Manager Roles
Bank of America,Assistant Manager,Hyderābād,550000.0,"Microsoft Powerpoint, Microsoft Word, Microsoft Excel, Regulatory reporting, Microsoft Office",4.0,Manager Roles
TORREL,Executive / Manager (Product Management),Ahmedabad,500000.0,Analysis skills,3.4,Manager Roles
Power of Flow Realty LLP,Brand Manager,Bengaluru,900000.0,"Bilingual, Branding, Sales, Customer service, Product demos",,Manager Roles
shree sanjeevani herbal care,Digital Marketing Manager,Remote,270000.0,"Google Suite, Social media marketing, Social media management, Google Tag Manager, Digital marketing",,Manager Roles
Mahindra & Mahindra Ltd,Assistant Manager - Product Quality NGP,Nāgpur,450000.0,"Management, SAP, Quality management, ISO 9001, Microsoft Office",4.0,Manager Roles
Hauora Life Pvt Ltd,Brand Manager,Remote,240000.0,"Social media marketing, Social media management, Customer service, English, Market research",,Manager Roles
Ujjivan Small Finance Bank,Acquisition Manager,India,0.0,,3.4,Manager Roles
Mastercard,"Manager, Business Analytics & Product Management",Gurgaon,500000.0,"Pricing, Information security, Data science, AI, Pre-sales",4.2,Manager Roles
Onyx Components & Systems,Product Marketing Manager,Hyderābād,800000.0,"Electrical experience, Marketing",,Manager Roles
Accenture,Tech Product & Offering Dev Manager,Bengaluru,0.0,"Product development, Product management, Customer relationship management",3.8,Manager Roles
Philips,Product Risk Manager,Bengaluru,700000.0,"English, Continuous improvement, Risk management, Communication skills, FDA regulations",3.9,Manager Roles
Contentstack,Analyst Relations Manager,Remote,0.0,"Project management, Public relations, Communication skills",4.2,Manager Roles
CASEY FOODS (OPC) PRIVATE LIMITED,Product line manager,Orissa,126000.0,Communication skills,,Manager Roles
Boston Consulting Group,IT Business & Technical Analysis Senior Manager,Gurgaon,0.0,"Technical support, Software development, Agile, HRIS, Business requirements",4.3,Manager Roles
Thrivibe,Brand Manager,Gurgaon,1350000.0,"Research, Content creation, Digital marketing, SEO, B2B",,Manager Roles
Diageo,Manager - Corporate Communications,Bengaluru,0.0,,3.9,Manager Roles
Great SportsTech Ltd,Sr. Sales Manager,Bengaluru,450000.0,"Pricing, Management, Sales, Local language, Presentation skills",,Manager Roles
Ecozen Solutions,Manager - Product Support,Pune,550000.0,"Leadership, Communication skills",4.3,Manager Roles
Healthy Monkey LLP,Advertising Manager Amazon US,India,540000.0,"Google AdWords, Facebook Advertising, Keyword research, Analysis skills, SEO",,Manager Roles
ElMeasure,Asst. Manager (IoT Product Development),Bengaluru,600000.0,"Internet of things, Assistant manager experience, Team management, Communication skills, Debugging",4.2,Manager Roles
lazaria cosmetics pvt ltd,Operation Manager,Remote,210000.0,"Social media marketing, Sales, Social media management, E-Commerce, Product management",,Manager Roles
Flapen,Amazon Brand Manager,Hyderābād,650000.0,"Customer service, Analysis skills, Project management, Communication skills",5.0,Manager Roles
Continental Coffee,Brand Manager,Hyderābād,650000.0,,3.7,Manager Roles
KonfHub Technologies,Product Marketing Manager,Bengaluru,600000.0,"Pricing, English, B2B, Communication skills, Marketing",4.6,Manager Roles
CRISIL,Assistant Manager,Hyderābād,650000.0,"Software troubleshooting, Java, APIs",3.8,Manager Roles
Emeritus Institute of Management,Assistant Manager – Product Marketing,Mumbai,600000.0,"Content development, Teaching experience, Multichannel marketing, HTML",3.4,Manager Roles
ishilp crafts,Sales & Marketing Manager,Chennai,180000.0,"Management, Sales, B2B sales, B2B Marketing, Communication skills",,Manager Roles
Ujjivan Small Finance Bank,Branch Manager,India,0.0,,3.4,Manager Roles
Tracon Export Services Pvt Ltd,Assistant Manager - Product Development,Karūr,420000.0,"Merchandising, English, Assistant manager experience, Quality assurance, Product development",,Manager Roles
Target,Sr Product Ops Manager - Roundel,Karnataka,0.0,"APIs, Agile, Analytics",4.3,Manager Roles
chembond solenis water technologies,Assistant Manager / Manager - Product Development & Technical Services,Navi Mumbai,1050000.0,"Analysis skills, Leadership, Time management",3.9,Manager Roles
MiQ Digital,Manager-Product Analytics,Bengaluru,850000.0,"Management, SQL, Agile, Data science, Communication skills",3.5,Manager Roles
JOBS N TA HR Services,TEAM MANAGER - CTC 35000 PER MONTH,India,2520000.0,Sales,5.0,Manager Roles
Blueberry Labs Private Limited,Product Delivery Manager/CTO,Hyderābād,0.0,"Node.js, React, Business analysis, Research, OOP",4.0,Manager Roles
Visme,Partner Growth Manager,Remote,0.0,"Affiliate marketing, B2B Marketing, Communication skills, Marketing",4.1,Manager Roles
Ujjivan Small Finance Bank,Branch Operation Manager,India,0.0,"Customer service, English, Local language, Communication skills, Banking",3.4,Manager Roles
DEKRA Process Safety,Assistant Manager-Product Testing,Pune,650000.0,"Electrical experience, Negotiation",3.4,Manager Roles
AppZen,Product Operations Manager,Pune,450000.0,"Expense management, ERP systems, Project management, Product management, B2B",3.7,Manager Roles
Concept Management,Brand Manager,Gurgaon,1350000.0,Customer segmentation,5.0,Manager Roles
Amneal Pharmaceuticals,Assistant Manager - R&D | Packaging Development (Drug Device Combination Product) - Injectable,Ahmedabad,500000.0,,3.5,Manager Roles
Dream Sports Group,Manager - Product (Rewards),Mumbai,700000.0,"Product management, Communication skills",4.3,Manager Roles
Hilton,Marcom Manager,Mumbai,0.0,"Microsoft Excel, Creative writing, English, Media planning, Public relations",3.9,Manager Roles
Saurashtra Multi Ventures Pvt Ltd,Sales Manager/Executive,Bhāvnagar,210000.0,"Sales management, Business development, Relationship management, Communication skills, Negotiation",,Manager Roles
Paymentwall,Paymentwall Product Marketing Manager,Bengaluru,500000.0,"Pricing, Analysis skills, Communication skills, Marketing",2.9,Manager Roles
Componix India,Product Marketing Manager,Noida,0.0,Marketing,,Manager Roles
ALSTOM,Project Product Introduction Manager-PrPIM,Bhopal,700000.0,"Contract management, EHS, English, Team management, Data analytics",3.8,Manager Roles
Svaya Robotics,Manager – Robot Motion Planning and Control,India,0.0,"C++, C, Software development, Linux, Communication skills",4.0,Manager Roles
Svaya Robotics,Manager – Robot Control Systems,India,0.0,"MATLAB, Software development, Communication skills",4.0,Manager Roles
Vodafone,Senior Engineer_Assistant Manager_Wintel Admnistrator_Pune,Pune,450000.0,"Microsoft Windows Server, Business intelligence, English, SOX, Windows",3.9,Manager Roles
Vodafone,Deputy Manager_Sr. Testing Engineer,Pune,0.0,"Jira, HP ALM, Azure, Business intelligence, Test management tools",3.9,Manager Roles
Sammon Infra,MECHANICAL: – SR. MANAGER / MANAGER / DY MANAGER / SR. ENGINEER (MECHANICAL),Pune,0.0,Mechanical engineering,3.0,Manager Roles
EndureAir Systems,Assistant Manager - Quality Control,Noida,500000.0,"Mechanical engineering, Image processing, Quality management, Analysis skills, Quality assurance",4.6,Manager Roles
State Street,Active Directory Operations Engineer (L3) - Senior Manager,Bengaluru,700000.0,"Microsoft Windows Server, Azure, DNS, Active Directory",3.5,Manager Roles
Vodafone,WAF Engineer_Manager_Lead_Bangalore,Bengaluru,450000.0,"Business intelligence, Project management lifecycle, Cybersecurity",3.9,Manager Roles
Unbox Robotics,Sr Engineer/Assistant Manager- Component development and sourcing,Pune,450000.0,"Microsoft Word, Mechanical engineering, Microsoft Excel, CAD, Machining",,Manager Roles
Invesco,"Manager, Infra Stblty",Hyderābād,0.0,"CSS, Encryption, Network management, Splunk, Solarwinds",3.8,Manager Roles
Kyndryl,Delivery Manager,Mumbai,650000.0,"Network administration, Six Sigma, Cost accounting, B2B, Leadership",3.9,Manager Roles
Invesco,"Sr. Inc Manager I, Infra Run & Stability",Hyderābād,850000.0,"COBIT, Incident management, IT service management, ITIL, Financial services",3.8,Manager Roles
Google,Data Center Technical Operations Manager,Delhi,0.0,"Mechanical engineering, Facilities management, Quality assurance, Electrical experience, Mechanical knowledge",4.3,Manager Roles
Neptunus Power Plant Services,AVP / Sr. Manager - Technical (Engine and Propulsion Solutions),Navi Mumbai,2400000.0,"Succession planning, English, Electrical experience, Training & development, Communication skills",4.3,Manager Roles
FactSet Research Systems,Manager/Lead Infrastructure Operations Engineer,Hyderābād,0.0,"Cloud infrastructure, Azure, Kubernetes, Ansible, IT service management",3.9,Manager Roles
Fidelity Investments,Senior Manager - Engineering Services,Bengaluru,500000.0,"Mechanical engineering, Contract management, Program management, Electrical experience, Organizational skills",4.2,Manager Roles
Alcon,"Manager, Sales Technology & Analytics Enablement - International",Bengaluru,0.0,"Microsoft Powerpoint, Microsoft Excel, Software deployment, Alteryx, Tableau",3.7,Manager Roles
QuEST Global,Battery Technology Manager,Bengaluru,550000.0,"Project management, Budgeting, Leadership, Communication skills, Time management",3.7,Manager Roles
MIND A MEND,Website Content & SEO Manager,Remote,450000.0,"Social media management, Keyword research, Content management systems, Content development, SEO",4.3,Manager Roles
Good Business Lab,"Senior Manager, Communications",India,900000.0,Content creation,4.6,Manager Roles
Workday,"Manager, Technical Writing",Chennai,4800000.0,"Management, Enterprise Software, Leadership, Communication skills, Workday",4.1,Manager Roles
DEFTeam Solutions,Content/Marketing Manager,Hyderābād,550000.0,"WordPress, Microsoft Office, Marketing",3.6,Manager Roles
